pk,jsondata,id,description,markup_description,language_pk,parameter_pk,contribution_pk,source
13942,{},ARW2-3-07-plu,,,63,179,8,
13943,{},ARW2-3-07-rgr,,,11,179,8,
13944,{},ARW2-3-07-sar,,,143,179,8,
13945,{},ARW2-3-07-tae,,,139,179,8,
13946,{},ARW2-3-07-ter,,,48,179,8,
13947,{},ARW2-3-07-tnq,,,122,179,8,
13948,{},ARW2-3-07-unk,,,87,179,8,
13949,{},ARW2-3-07-wap,,,109,179,8,Constenla
13950,{},ARW2-3-07-wau,,,107,179,8,
13951,{},ARW2-3-07-ycn,,,56,179,8,
13952,{},ARW2-3-07-yvt,,,9,179,8,
13953,{},ARW2-4-02-NOCODE_Apolista,,,6,347,8,
13954,{},ARW2-4-02-NOCODE_Maipure,,,151,347,8,
13955,{},ARW2-4-02-pnk,,,117,347,8,
13956,{},ARW2-4-02-aca,,,76,347,8,Wilson 1992 (only where different)
13957,{},ARW2-4-02-ame,,,24,347,8,
13958,{},ARW2-4-02-apu,,,94,347,8,
13959,{},ARW2-4-02-arw,,,43,347,8,Patte 2002
13960,{},ARW2-4-02-bae,,,55,347,8,
13961,{},ARW2-4-02-brg,,,98,347,8,
13962,{},ARW2-4-02-bvv,,,3,347,8,Constenla
13963,{},ARW2-4-02-cab,,,129,347,8,
13964,{},ARW2-4-02-ccc,,,167,347,8,
13965,{},ARW2-4-02-cni,,,60,347,8,
13966,{},ARW2-4-02-cox,,,79,347,8,
13967,{},ARW2-4-02-crb,,,32,347,8,
13968,{},ARW2-4-02-cuj,,,18,347,8,
13969,{},ARW2-4-02-gae,,,119,347,8,
13970,{},ARW2-4-02-gqn,,,121,347,8,
13971,{},ARW2-4-02-guc,,,21,347,8,
13972,{},ARW2-4-02-ign,,,153,347,8,
13973,{},ARW2-4-02-inp,,,135,347,8,
13974,{},ARW2-4-02-kpc,,,35,347,8,Constenla
13975,{},ARW2-4-02-mcb,,,114,347,8,
13976,{},ARW2-4-02-mmh,,,74,347,8,
13977,{},ARW2-4-02-not,,,26,347,8,
13978,{},ARW2-4-02-pab,,,150,347,8,
13979,{},ARW2-4-02-pio,,,133,347,8,
13980,{},ARW2-4-02-plu,,,63,347,8,
13981,{},ARW2-4-02-rgr,,,11,347,8,
13982,{},ARW2-4-02-sar,,,143,347,8,
13983,{},ARW2-4-02-tae,,,139,347,8,
13984,{},ARW2-4-02-ter,,,48,347,8,
13985,{},ARW2-4-02-tnq,,,122,347,8,
13986,{},ARW2-4-02-unk,,,87,347,8,
13987,{},ARW2-4-02-wap,,,109,347,8,Constenla
13988,{},ARW2-4-02-wau,,,107,347,8,
13989,{},ARW2-4-02-ycn,,,56,347,8,
13990,{},ARW2-4-02-yvt,,,9,347,8,
13991,{},ARW2-4-03-NOCODE_Apolista,,,6,346,8,
13992,{},ARW2-4-03-NOCODE_Maipure,,,151,346,8,
13993,{},ARW2-4-03-pnk,,,117,346,8,
13994,{},ARW2-4-03-aca,,,76,346,8,Wilson 1992 (only where different)
13995,{},ARW2-4-03-ame,,,24,346,8,
13996,{},ARW2-4-03-apu,,,94,346,8,
13997,{},ARW2-4-03-arw,,,43,346,8,Patte 2002
13998,{},ARW2-4-03-bae,,,55,346,8,
13999,{},ARW2-4-03-brg,,,98,346,8,
14000,{},ARW2-4-03-bvv,,,3,346,8,Constenla
14001,{},ARW2-4-03-cab,,,129,346,8,
14002,{},ARW2-4-03-ccc,,,167,346,8,
14003,{},ARW2-4-03-cni,,,60,346,8,
14004,{},ARW2-4-03-cox,,,79,346,8,
14005,{},ARW2-4-03-crb,,,32,346,8,
14006,{},ARW2-4-03-cuj,,,18,346,8,
14007,{},ARW2-4-03-gae,,,119,346,8,
14008,{},ARW2-4-03-gqn,,,121,346,8,
14009,{},ARW2-4-03-guc,,,21,346,8,
14010,{},ARW2-4-03-ign,,,153,346,8,
14011,{},ARW2-4-03-inp,,,135,346,8,
14012,{},ARW2-4-03-kpc,,,35,346,8,Constenla
14013,{},ARW2-4-03-mcb,,,114,346,8,
14014,{},ARW2-4-03-mmh,,,74,346,8,
14015,{},ARW2-4-03-not,,,26,346,8,
14016,{},ARW2-4-03-pab,,,150,346,8,
14017,{},ARW2-4-03-pio,,,133,346,8,
14018,{},ARW2-4-03-plu,,,63,346,8,
14019,{},ARW2-4-03-rgr,,,11,346,8,
14020,{},ARW2-4-03-sar,,,143,346,8,
14021,{},ARW2-4-03-tae,,,139,346,8,
14022,{},ARW2-4-03-ter,,,48,346,8,
14023,{},ARW2-4-03-tnq,,,122,346,8,
14024,{},ARW2-4-03-unk,,,87,346,8,
14025,{},ARW2-4-03-wap,,,109,346,8,Constenla
14026,{},ARW2-4-03-wau,,,107,346,8,
14027,{},ARW2-4-03-ycn,,,56,346,8,
14028,{},ARW2-4-03-yvt,,,9,346,8,
14029,{},ARW2-4-05-NOCODE_Apolista,,,6,345,8,
14030,{},ARW2-4-05-NOCODE_Maipure,,,151,345,8,
14031,{},ARW2-4-05-pnk,,,117,345,8,
14032,{},ARW2-4-05-aca,,,76,345,8,Wilson 1992 (only where different)
14033,{},ARW2-4-05-ame,,,24,345,8,
14034,{},ARW2-4-05-apu,,,94,345,8,
14035,{},ARW2-4-05-arw,,,43,345,8,Patte 2002
14036,{},ARW2-4-05-bae,,,55,345,8,
14037,{},ARW2-4-05-brg,,,98,345,8,
14038,{},ARW2-4-05-bvv,,,3,345,8,Constenla
14039,{},ARW2-4-05-cab,,,129,345,8,
14040,{},ARW2-4-05-ccc,,,167,345,8,
14041,{},ARW2-4-05-cni,,,60,345,8,
14042,{},ARW2-4-05-cox,,,79,345,8,
14043,{},ARW2-4-05-crb,,,32,345,8,
14044,{},ARW2-4-05-cuj,,,18,345,8,
14045,{},ARW2-4-05-gae,,,119,345,8,
14046,{},ARW2-4-05-gqn,,,121,345,8,
14047,{},ARW2-4-05-guc,,,21,345,8,
14048,{},ARW2-4-05-ign,,,153,345,8,
14049,{},ARW2-4-05-inp,,,135,345,8,
14050,{},ARW2-4-05-kpc,,,35,345,8,Constenla
14051,{},ARW2-4-05-mcb,,,114,345,8,
14052,{},ARW2-4-05-mmh,,,74,345,8,
14053,{},ARW2-4-05-not,,,26,345,8,
14054,{},ARW2-4-05-pab,,,150,345,8,
14055,{},ARW2-4-05-pio,,,133,345,8,
14056,{},ARW2-4-05-plu,,,63,345,8,
14057,{},ARW2-4-05-rgr,,,11,345,8,
14058,{},ARW2-4-05-sar,,,143,345,8,
14059,{},ARW2-4-05-tae,,,139,345,8,
14060,{},ARW2-4-05-ter,,,48,345,8,
14061,{},ARW2-4-05-tnq,,,122,345,8,
14062,{},ARW2-4-05-unk,,,87,345,8,
14063,{},ARW2-4-05-wap,,,109,345,8,Constenla
14064,{},ARW2-4-05-wau,,,107,345,8,
14065,{},ARW2-4-05-ycn,,,56,345,8,
14066,{},ARW2-4-05-yvt,,,9,345,8,
14067,{},ARW2-4-07-NOCODE_Apolista,,,6,344,8,
14068,{},ARW2-4-07-NOCODE_Maipure,,,151,344,8,
14069,{},ARW2-4-07-pnk,,,117,344,8,
14070,{},ARW2-4-07-aca,,,76,344,8,Wilson 1992 (only where different)
14071,{},ARW2-4-07-ame,,,24,344,8,
14072,{},ARW2-4-07-apu,,,94,344,8,
14073,{},ARW2-4-07-arw,,,43,344,8,Patte 2002
14074,{},ARW2-4-07-bae,,,55,344,8,
14075,{},ARW2-4-07-brg,,,98,344,8,
14076,{},ARW2-4-07-bvv,,,3,344,8,Constenla
14077,{},ARW2-4-07-cab,,,129,344,8,
14078,{},ARW2-4-07-ccc,,,167,344,8,
14079,{},ARW2-4-07-cni,,,60,344,8,
14080,{},ARW2-4-07-cox,,,79,344,8,
14081,{},ARW2-4-07-crb,,,32,344,8,
14082,{},ARW2-4-07-cuj,,,18,344,8,
14083,{},ARW2-4-07-gae,,,119,344,8,
14084,{},ARW2-4-07-gqn,,,121,344,8,
14085,{},ARW2-4-07-guc,,,21,344,8,
14086,{},ARW2-4-07-ign,,,153,344,8,
14087,{},ARW2-4-07-inp,,,135,344,8,
14088,{},ARW2-4-07-kpc,,,35,344,8,Constenla
14089,{},ARW2-4-07-mcb,,,114,344,8,
14090,{},ARW2-4-07-mmh,,,74,344,8,
14091,{},ARW2-4-07-not,,,26,344,8,
14092,{},ARW2-4-07-pab,,,150,344,8,
14093,{},ARW2-4-07-pio,,,133,344,8,
14094,{},ARW2-4-07-plu,,,63,344,8,
14095,{},ARW2-4-07-rgr,,,11,344,8,
14096,{},ARW2-4-07-sar,,,143,344,8,
14097,{},ARW2-4-07-tae,,,139,344,8,
14098,{},ARW2-4-07-ter,,,48,344,8,
14099,{},ARW2-4-07-tnq,,,122,344,8,
14100,{},ARW2-4-07-unk,,,87,344,8,
14101,{},ARW2-4-07-wap,,,109,344,8,Constenla
14102,{},ARW2-4-07-wau,,,107,344,8,
14103,{},ARW2-4-07-ycn,,,56,344,8,
14104,{},ARW2-4-07-yvt,,,9,344,8,
14105,{},ARW2-4-08-NOCODE_Apolista,,,6,357,8,
14106,{},ARW2-4-08-NOCODE_Maipure,,,151,357,8,
14107,{},ARW2-4-08-pnk,,,117,357,8,
14108,{},ARW2-4-08-aca,,,76,357,8,Wilson 1992 (only where different)
14109,{},ARW2-4-08-ame,,,24,357,8,
14110,{},ARW2-4-08-apu,,,94,357,8,
14111,{},ARW2-4-08-arw,,,43,357,8,Patte 2002
14112,{},ARW2-4-08-bae,,,55,357,8,
14113,{},ARW2-4-08-brg,,,98,357,8,
14114,{},ARW2-4-08-bvv,,,3,357,8,Constenla
14115,{},ARW2-4-08-cab,,,129,357,8,
14116,{},ARW2-4-08-ccc,,,167,357,8,
14117,{},ARW2-4-08-cni,,,60,357,8,
14118,{},ARW2-4-08-cox,,,79,357,8,
14119,{},ARW2-4-08-crb,,,32,357,8,
14120,{},ARW2-4-08-cuj,,,18,357,8,
14121,{},ARW2-4-08-gae,,,119,357,8,
14122,{},ARW2-4-08-gqn,,,121,357,8,
14123,{},ARW2-4-08-guc,,,21,357,8,
14124,{},ARW2-4-08-ign,,,153,357,8,
14125,{},ARW2-4-08-inp,,,135,357,8,
14126,{},ARW2-4-08-kpc,,,35,357,8,Constenla
14127,{},ARW2-4-08-mcb,,,114,357,8,
14128,{},ARW2-4-08-mmh,,,74,357,8,
14129,{},ARW2-4-08-not,,,26,357,8,
14130,{},ARW2-4-08-pab,,,150,357,8,
14131,{},ARW2-4-08-pio,,,133,357,8,
14132,{},ARW2-4-08-plu,,,63,357,8,
14133,{},ARW2-4-08-rgr,,,11,357,8,
14134,{},ARW2-4-08-sar,,,143,357,8,
14135,{},ARW2-4-08-tae,,,139,357,8,
14136,{},ARW2-4-08-ter,,,48,357,8,
14137,{},ARW2-4-08-tnq,,,122,357,8,
14138,{},ARW2-4-08-unk,,,87,357,8,
14139,{},ARW2-4-08-wap,,,109,357,8,Constenla
14140,{},ARW2-4-08-wau,,,107,357,8,
14141,{},ARW2-4-08-ycn,,,56,357,8,
14142,{},ARW2-4-08-yvt,,,9,357,8,
14143,{},ARW2-4-09-NOCODE_Apolista,,,6,157,8,
14144,{},ARW2-4-09-NOCODE_Maipure,,,151,157,8,
14145,{},ARW2-4-09-pnk,,,117,157,8,
14146,{},ARW2-4-09-aca,,,76,157,8,Wilson 1992 (only where different)
14147,{},ARW2-4-09-ame,,,24,157,8,
14148,{},ARW2-4-09-apu,,,94,157,8,
14149,{},ARW2-4-09-arw,,,43,157,8,Patte 2002
14150,{},ARW2-4-09-bae,,,55,157,8,
14151,{},ARW2-4-09-brg,,,98,157,8,
14152,{},ARW2-4-09-bvv,,,3,157,8,Constenla
14153,{},ARW2-4-09-cab,,,129,157,8,
14154,{},ARW2-4-09-ccc,,,167,157,8,
14155,{},ARW2-4-09-cni,,,60,157,8,
14156,{},ARW2-4-09-cox,,,79,157,8,
14157,{},ARW2-4-09-crb,,,32,157,8,
14158,{},ARW2-4-09-cuj,,,18,157,8,
14159,{},ARW2-4-09-gae,,,119,157,8,
14160,{},ARW2-4-09-gqn,,,121,157,8,
14161,{},ARW2-4-09-guc,,,21,157,8,
14162,{},ARW2-4-09-ign,,,153,157,8,
14163,{},ARW2-4-09-inp,,,135,157,8,
14164,{},ARW2-4-09-kpc,,,35,157,8,Constenla
14165,{},ARW2-4-09-mcb,,,114,157,8,
14166,{},ARW2-4-09-mmh,,,74,157,8,
14167,{},ARW2-4-09-not,,,26,157,8,
14168,{},ARW2-4-09-pab,,,150,157,8,
14169,{},ARW2-4-09-pio,,,133,157,8,
14170,{},ARW2-4-09-plu,,,63,157,8,
14171,{},ARW2-4-09-rgr,,,11,157,8,
14172,{},ARW2-4-09-sar,,,143,157,8,
14173,{},ARW2-4-09-tae,,,139,157,8,
14174,{},ARW2-4-09-ter,,,48,157,8,
14175,{},ARW2-4-09-tnq,,,122,157,8,
14176,{},ARW2-4-09-unk,,,87,157,8,
14177,{},ARW2-4-09-wap,,,109,157,8,Constenla
14178,{},ARW2-4-09-wau,,,107,157,8,
14179,{},ARW2-4-09-ycn,,,56,157,8,
14180,{},ARW2-4-09-yvt,,,9,157,8,
14181,{},ARW2-4-11-NOCODE_Apolista,,,6,579,8,
14182,{},ARW2-4-11-NOCODE_Maipure,,,151,579,8,
14183,{},ARW2-4-11-pnk,,,117,579,8,
14184,{},ARW2-4-11-aca,,,76,579,8,Wilson 1992 (only where different)
14185,{},ARW2-4-11-ame,,,24,579,8,
14186,{},ARW2-4-11-apu,,,94,579,8,
14187,{},ARW2-4-11-arw,,,43,579,8,Patte 2002
14188,{},ARW2-4-11-bae,,,55,579,8,
14189,{},ARW2-4-11-brg,,,98,579,8,
14190,{},ARW2-4-11-bvv,,,3,579,8,Constenla
14191,{},ARW2-4-11-cab,,,129,579,8,
14192,{},ARW2-4-11-ccc,,,167,579,8,
14193,{},ARW2-4-11-cni,,,60,579,8,
14194,{},ARW2-4-11-cox,,,79,579,8,
14195,{},ARW2-4-11-crb,,,32,579,8,
14196,{},ARW2-4-11-cuj,,,18,579,8,
14197,{},ARW2-4-11-gae,,,119,579,8,
14198,{},ARW2-4-11-gqn,,,121,579,8,
14199,{},ARW2-4-11-guc,,,21,579,8,
14200,{},ARW2-4-11-ign,,,153,579,8,
14201,{},ARW2-4-11-inp,,,135,579,8,
14202,{},ARW2-4-11-kpc,,,35,579,8,Constenla
14203,{},ARW2-4-11-mcb,,,114,579,8,
14204,{},ARW2-4-11-mmh,,,74,579,8,
14205,{},ARW2-4-11-not,,,26,579,8,
14206,{},ARW2-4-11-pab,,,150,579,8,
14207,{},ARW2-4-11-pio,,,133,579,8,
14208,{},ARW2-4-11-plu,,,63,579,8,
14209,{},ARW2-4-11-rgr,,,11,579,8,
14210,{},ARW2-4-11-sar,,,143,579,8,
14211,{},ARW2-4-11-tae,,,139,579,8,
14212,{},ARW2-4-11-ter,,,48,579,8,
14213,{},ARW2-4-11-tnq,,,122,579,8,
14214,{},ARW2-4-11-unk,,,87,579,8,
14215,{},ARW2-4-11-wap,,,109,579,8,Constenla
14216,{},ARW2-4-11-wau,,,107,579,8,
14217,{},ARW2-4-11-ycn,,,56,579,8,
14218,{},ARW2-4-11-yvt,,,9,579,8,
14219,{},ARW2-4-11a-NOCODE_Apolista,,,6,603,8,
14220,{},ARW2-4-11a-NOCODE_Maipure,,,151,603,8,
14221,{},ARW2-4-11a-pnk,,,117,603,8,
14222,{},ARW2-4-11a-aca,,,76,603,8,Wilson 1992 (only where different)
14223,{},ARW2-4-11a-ame,,,24,603,8,
14224,{},ARW2-4-11a-apu,,,94,603,8,
14225,{},ARW2-4-11a-arw,,,43,603,8,Patte 2002
14226,{},ARW2-4-11a-bae,,,55,603,8,
14227,{},ARW2-4-11a-brg,,,98,603,8,
14228,{},ARW2-4-11a-bvv,,,3,603,8,Constenla
14229,{},ARW2-4-11a-cab,,,129,603,8,
14230,{},ARW2-4-11a-ccc,,,167,603,8,
14231,{},ARW2-4-11a-cni,,,60,603,8,
14232,{},ARW2-4-11a-cox,,,79,603,8,
14233,{},ARW2-4-11a-crb,,,32,603,8,
14234,{},ARW2-4-11a-cuj,,,18,603,8,
14235,{},ARW2-4-11a-gae,,,119,603,8,
14236,{},ARW2-4-11a-gqn,,,121,603,8,
14237,{},ARW2-4-11a-guc,,,21,603,8,
14238,{},ARW2-4-11a-ign,,,153,603,8,
14239,{},ARW2-4-11a-inp,,,135,603,8,
14240,{},ARW2-4-11a-kpc,,,35,603,8,Constenla
14241,{},ARW2-4-11a-mcb,,,114,603,8,
14242,{},ARW2-4-11a-mmh,,,74,603,8,
14243,{},ARW2-4-11a-not,,,26,603,8,
14244,{},ARW2-4-11a-pab,,,150,603,8,
14245,{},ARW2-4-11a-pio,,,133,603,8,
14246,{},ARW2-4-11a-plu,,,63,603,8,
14247,{},ARW2-4-11a-rgr,,,11,603,8,
14248,{},ARW2-4-11a-sar,,,143,603,8,
14249,{},ARW2-4-11a-tae,,,139,603,8,
14250,{},ARW2-4-11a-ter,,,48,603,8,
14251,{},ARW2-4-11a-tnq,,,122,603,8,
14252,{},ARW2-4-11a-unk,,,87,603,8,
14253,{},ARW2-4-11a-wap,,,109,603,8,Constenla
14254,{},ARW2-4-11a-wau,,,107,603,8,
14255,{},ARW2-4-11a-ycn,,,56,603,8,
14256,{},ARW2-4-11a-yvt,,,9,603,8,
14257,{},ARW2-4-12-NOCODE_Apolista,,,6,580,8,
14258,{},ARW2-4-12-NOCODE_Maipure,,,151,580,8,
14259,{},ARW2-4-12-pnk,,,117,580,8,
14260,{},ARW2-4-12-aca,,,76,580,8,Wilson 1992 (only where different)
14261,{},ARW2-4-12-ame,,,24,580,8,
14262,{},ARW2-4-12-apu,,,94,580,8,
14263,{},ARW2-4-12-arw,,,43,580,8,Patte 2002
14264,{},ARW2-4-12-bae,,,55,580,8,
14265,{},ARW2-4-12-brg,,,98,580,8,
14266,{},ARW2-4-12-bvv,,,3,580,8,Constenla
14267,{},ARW2-4-12-cab,,,129,580,8,
14268,{},ARW2-4-12-ccc,,,167,580,8,
14269,{},ARW2-4-12-cni,,,60,580,8,
14270,{},ARW2-4-12-cox,,,79,580,8,
14271,{},ARW2-4-12-crb,,,32,580,8,
14272,{},ARW2-4-12-cuj,,,18,580,8,
14273,{},ARW2-4-12-gae,,,119,580,8,
14274,{},ARW2-4-12-gqn,,,121,580,8,
14275,{},ARW2-4-12-guc,,,21,580,8,
14276,{},ARW2-4-12-ign,,,153,580,8,
14277,{},ARW2-4-12-inp,,,135,580,8,
14278,{},ARW2-4-12-kpc,,,35,580,8,Constenla
14279,{},ARW2-4-12-mcb,,,114,580,8,
14280,{},ARW2-4-12-mmh,,,74,580,8,
14281,{},ARW2-4-12-not,,,26,580,8,
14282,{},ARW2-4-12-pab,,,150,580,8,
14283,{},ARW2-4-12-pio,,,133,580,8,
14284,{},ARW2-4-12-plu,,,63,580,8,
14285,{},ARW2-4-12-rgr,,,11,580,8,
14286,{},ARW2-4-12-sar,,,143,580,8,
14287,{},ARW2-4-12-tae,,,139,580,8,
14288,{},ARW2-4-12-ter,,,48,580,8,
14289,{},ARW2-4-12-tnq,,,122,580,8,
14290,{},ARW2-4-12-unk,,,87,580,8,
14291,{},ARW2-4-12-wap,,,109,580,8,Constenla
14292,{},ARW2-4-12-wau,,,107,580,8,
14293,{},ARW2-4-12-ycn,,,56,580,8,
14294,{},ARW2-4-12-yvt,,,9,580,8,
14295,{},ARW2-4-13-NOCODE_Apolista,,,6,581,8,
14296,{},ARW2-4-13-NOCODE_Maipure,,,151,581,8,
14297,{},ARW2-4-13-pnk,,,117,581,8,
14298,{},ARW2-4-13-aca,,,76,581,8,Wilson 1992 (only where different)
14299,{},ARW2-4-13-ame,,,24,581,8,
14300,{},ARW2-4-13-apu,,,94,581,8,
14301,{},ARW2-4-13-arw,,,43,581,8,Patte 2002
14302,{},ARW2-4-13-bae,,,55,581,8,
14303,{},ARW2-4-13-brg,,,98,581,8,
14304,{},ARW2-4-13-bvv,,,3,581,8,Constenla
14305,{},ARW2-4-13-cab,,,129,581,8,
14306,{},ARW2-4-13-ccc,,,167,581,8,
14307,{},ARW2-4-13-cni,,,60,581,8,
14308,{},ARW2-4-13-cox,,,79,581,8,
14309,{},ARW2-4-13-crb,,,32,581,8,
14310,{},ARW2-4-13-cuj,,,18,581,8,
14311,{},ARW2-4-13-gae,,,119,581,8,
14312,{},ARW2-4-13-gqn,,,121,581,8,
14313,{},ARW2-4-13-guc,,,21,581,8,
14314,{},ARW2-4-13-ign,,,153,581,8,
14315,{},ARW2-4-13-inp,,,135,581,8,
14316,{},ARW2-4-13-kpc,,,35,581,8,Constenla
14317,{},ARW2-4-13-mcb,,,114,581,8,
14318,{},ARW2-4-13-mmh,,,74,581,8,
14319,{},ARW2-4-13-not,,,26,581,8,
14320,{},ARW2-4-13-pab,,,150,581,8,
14321,{},ARW2-4-13-pio,,,133,581,8,
14322,{},ARW2-4-13-plu,,,63,581,8,
14323,{},ARW2-4-13-rgr,,,11,581,8,
14324,{},ARW2-4-13-sar,,,143,581,8,
14325,{},ARW2-4-13-tae,,,139,581,8,
14326,{},ARW2-4-13-ter,,,48,581,8,
14327,{},ARW2-4-13-tnq,,,122,581,8,
14328,{},ARW2-4-13-unk,,,87,581,8,
14329,{},ARW2-4-13-wap,,,109,581,8,Constenla
14330,{},ARW2-4-13-wau,,,107,581,8,
14331,{},ARW2-4-13-ycn,,,56,581,8,
14332,{},ARW2-4-13-yvt,,,9,581,8,
14333,{},ARW2-4-14-NOCODE_Apolista,,,6,582,8,
14334,{},ARW2-4-14-NOCODE_Maipure,,,151,582,8,
14335,{},ARW2-4-14-pnk,,,117,582,8,
14336,{},ARW2-4-14-aca,,,76,582,8,Wilson 1992 (only where different)
14337,{},ARW2-4-14-ame,,,24,582,8,
14338,{},ARW2-4-14-apu,,,94,582,8,
14339,{},ARW2-4-14-arw,,,43,582,8,Patte 2002
14340,{},ARW2-4-14-bae,,,55,582,8,
14341,{},ARW2-4-14-brg,,,98,582,8,
14342,{},ARW2-4-14-bvv,,,3,582,8,Constenla
14343,{},ARW2-4-14-cab,,,129,582,8,
14344,{},ARW2-4-14-ccc,,,167,582,8,
14345,{},ARW2-4-14-cni,,,60,582,8,
14346,{},ARW2-4-14-cox,,,79,582,8,
14347,{},ARW2-4-14-crb,,,32,582,8,
14348,{},ARW2-4-14-cuj,,,18,582,8,
14349,{},ARW2-4-14-gae,,,119,582,8,
14350,{},ARW2-4-14-gqn,,,121,582,8,
14351,{},ARW2-4-14-guc,,,21,582,8,
14352,{},ARW2-4-14-ign,,,153,582,8,
14353,{},ARW2-4-14-inp,,,135,582,8,
14354,{},ARW2-4-14-kpc,,,35,582,8,Constenla
14355,{},ARW2-4-14-mcb,,,114,582,8,
14356,{},ARW2-4-14-mmh,,,74,582,8,
14357,{},ARW2-4-14-not,,,26,582,8,
14358,{},ARW2-4-14-pab,,,150,582,8,
14359,{},ARW2-4-14-pio,,,133,582,8,
14360,{},ARW2-4-14-plu,,,63,582,8,
14361,{},ARW2-4-14-rgr,,,11,582,8,
14362,{},ARW2-4-14-sar,,,143,582,8,
14363,{},ARW2-4-14-tae,,,139,582,8,
14364,{},ARW2-4-14-ter,,,48,582,8,
14365,{},ARW2-4-14-tnq,,,122,582,8,
14366,{},ARW2-4-14-unk,,,87,582,8,
14367,{},ARW2-4-14-wap,,,109,582,8,Constenla
14368,{},ARW2-4-14-wau,,,107,582,8,
14369,{},ARW2-4-14-ycn,,,56,582,8,
14370,{},ARW2-4-14-yvt,,,9,582,8,
14371,{},ARW2-5-01-NOCODE_Apolista,,,6,214,8,
14372,{},ARW2-5-01-NOCODE_Maipure,,,151,214,8,
14373,{},ARW2-5-01-pnk,,,117,214,8,
14374,{},ARW2-5-01-aca,,,76,214,8,Wilson 1992 (only where different)
14375,{},ARW2-5-01-ame,,,24,214,8,
14376,{},ARW2-5-01-apu,,,94,214,8,
14377,{},ARW2-5-01-arw,,,43,214,8,Patte 2002
14378,{},ARW2-5-01-bae,,,55,214,8,
14379,{},ARW2-5-01-brg,,,98,214,8,
14380,{},ARW2-5-01-bvv,,,3,214,8,Constenla
14381,{},ARW2-5-01-cab,,,129,214,8,
14382,{},ARW2-5-01-ccc,,,167,214,8,
14383,{},ARW2-5-01-cni,,,60,214,8,
14384,{},ARW2-5-01-cox,,,79,214,8,
14385,{},ARW2-5-01-crb,,,32,214,8,
14386,{},ARW2-5-01-cuj,,,18,214,8,
14387,{},ARW2-5-01-gae,,,119,214,8,
14388,{},ARW2-5-01-gqn,,,121,214,8,
14389,{},ARW2-5-01-guc,,,21,214,8,
14390,{},ARW2-5-01-ign,,,153,214,8,
14391,{},ARW2-5-01-inp,,,135,214,8,
14392,{},ARW2-5-01-kpc,,,35,214,8,Constenla
14393,{},ARW2-5-01-mcb,,,114,214,8,
14394,{},ARW2-5-01-mmh,,,74,214,8,
14395,{},ARW2-5-01-not,,,26,214,8,
14396,{},ARW2-5-01-pab,,,150,214,8,
14397,{},ARW2-5-01-pio,,,133,214,8,
14398,{},ARW2-5-01-plu,,,63,214,8,
14399,{},ARW2-5-01-rgr,,,11,214,8,
14400,{},ARW2-5-01-sar,,,143,214,8,
14401,{},ARW2-5-01-tae,,,139,214,8,
14402,{},ARW2-5-01-ter,,,48,214,8,
14403,{},ARW2-5-01-tnq,,,122,214,8,
14404,{},ARW2-5-01-unk,,,87,214,8,
14405,{},ARW2-5-01-wap,,,109,214,8,Constenla
14406,{},ARW2-5-01-wau,,,107,214,8,
14407,{},ARW2-5-01-ycn,,,56,214,8,
14408,{},ARW2-5-01-yvt,,,9,214,8,
14409,{},ARW2-5-01a-NOCODE_Apolista,,,6,458,8,
14410,{},ARW2-5-01a-pnk,,,117,458,8,
14411,{},ARW2-5-01a-ame,,,24,458,8,
14412,{},ARW2-5-01a-ccc,,,167,458,8,
14413,{},ARW2-5-01a-gqn,,,121,458,8,
14414,{},ARW2-5-01a-inp,,,135,458,8,
14415,{},ARW2-5-01a-sar,,,143,458,8,
14416,{},ARW2-5-01a-tnq,,,122,458,8,
14417,{},ARW2-5-01a-unk,,,87,458,8,
14418,{},ARW2-5-01a-wau,,,107,458,8,
14419,{},ARW2-5-02-NOCODE_Apolista,,,6,215,8,
14420,{},ARW2-5-02-NOCODE_Maipure,,,151,215,8,
14421,{},ARW2-5-02-pnk,,,117,215,8,
14422,{},ARW2-5-02-aca,,,76,215,8,Wilson 1992 (only where different)
14423,{},ARW2-5-02-ame,,,24,215,8,
14424,{},ARW2-5-02-apu,,,94,215,8,
14425,{},ARW2-5-02-arw,,,43,215,8,Patte 2002
14426,{},ARW2-5-02-bae,,,55,215,8,
14427,{},ARW2-5-02-brg,,,98,215,8,
14428,{},ARW2-5-02-bvv,,,3,215,8,Constenla
14429,{},ARW2-5-02-cab,,,129,215,8,
14430,{},ARW2-5-02-ccc,,,167,215,8,
14431,{},ARW2-5-02-cni,,,60,215,8,
14432,{},ARW2-5-02-cox,,,79,215,8,
14433,{},ARW2-5-02-crb,,,32,215,8,
14434,{},ARW2-5-02-cuj,,,18,215,8,
14435,{},ARW2-5-02-gae,,,119,215,8,
14436,{},ARW2-5-02-gqn,,,121,215,8,
14437,{},ARW2-5-02-guc,,,21,215,8,
14438,{},ARW2-5-02-ign,,,153,215,8,
14439,{},ARW2-5-02-inp,,,135,215,8,
14440,{},ARW2-5-02-kpc,,,35,215,8,Constenla
14441,{},ARW2-5-02-mcb,,,114,215,8,
14442,{},ARW2-5-02-mmh,,,74,215,8,
14443,{},ARW2-5-02-not,,,26,215,8,
14444,{},ARW2-5-02-pab,,,150,215,8,
14445,{},ARW2-5-02-pio,,,133,215,8,
14446,{},ARW2-5-02-plu,,,63,215,8,
