ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Contributor,Reference,Example_Reference
NP8-ame,ame,NP8,A,NP8-A,,gdufftrippamuesha,Olga Krasnoukhova 2013-12-22,Tripp 1997:61,
NP810-ame,ame,NP810,A,NP810-A,,gdufftrippamuesha,Olga Krasnoukhova 2013-12-22,Tripp 1997:26,
NP820-ame,ame,NP820,0,NP820-0,,gdufftrippamuesha,Olga Krasnoukhova 2013-12-22,Tripp 1997:26,
NP830-ame,ame,NP830,1,NP830-1,,gdufftrippamuesha,Olga Krasnoukhova 2013-12-22,Tripp 1997:159,
NP831-ame,ame,NP831,C,NP831-C,,gdufftrippamuesha,Olga Krasnoukhova 2013-12-22,Tripp 1997:159,
NP832-ame,ame,NP832,C,NP832-C,Certainty: ?,,Olga Krasnoukhova 2013-12-22,,
NP833-ame,ame,NP833,?,NP833-NK,,,Olga Krasnoukhova 2013-12-22,,
NP834-ame,ame,NP834,1,NP834-1,"With two adjectives e- 'new' and em- 'new, not mature' the use of classifying morhemes are obligatory (cf. Tripp 1997:55).",gdufftrippamuesha,Olga Krasnoukhova 2013-12-22,"Tripp 1997:55,159",
NP835-ame,ame,NP835,?,NP835-NK,,,Olga Krasnoukhova 2013-12-22,,
NP836-ame,ame,NP836,C,NP836-C,,gdufftrippamuesha,Olga Krasnoukhova 2013-12-22,Tripp 1997:159,
NP837-ame,ame,NP837,?,NP837-NK,,,Olga Krasnoukhova 2013-12-22,,
NP838-ame,ame,NP838,1,NP838-1,,gdufftrippamuesha,Olga Krasnoukhova 2013-12-22,Tripp 1997:159,
NP839-ame,ame,NP839,?,NP839-NK,,,Olga Krasnoukhova 2013-12-22,,
NP9-ame,ame,NP9,B,NP9-B,,gdufftrippamuesha,Olga Krasnoukhova 2013-12-22,Tripp 1997:61,
NP901-ame,ame,NP901,F,NP901-F,Certainty: ?,gdufftrippamuesha,Olga Krasnoukhova 2013-12-22,Tripp 1997:35,
TAME1-1-ame,ame,TAME1-1,1,TAME1-1-N,"present and past tense are not marked morpho-syntactically; there are suffixes for 'tomorrow, early' and 'later, afternoon, night'",gdufftrippamuesha,Neele Müller 2013-06-27,"Duff-Tripp 1997:91, 127",
TAME1-2-ame,ame,TAME1-2,2,TAME1-2-CLI,enclitic; together with the regressive suffix indicates distant future; probably indicates intention,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997:90,
TAME1-2-1-ame,ame,TAME1-2-1,2,TAME1-2-1-2,"immediate future is expressed by an auxiliary that precedes the verb, in contrast to the normal future enclitic",gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997:117,
TAME1-3-ame,ame,TAME1-3,3,TAME1-3-N,"present and past tense are not marked morpho-syntactically; there are suffixes for 'tomorrow, early' and 'later, afternoon, night'; the habitual enclitic can refer to remote past",gdufftrippamuesha,Neele Müller 2013-06-27,"Duff-Tripp 1997:91, 127",
TAME1-3-1-ame,ame,TAME1-3-1,3,TAME1-3-1-0,when the suffix occurs with the terminative suffix it indicates that the action was realized recently,gdufftrippamuesha,Neele Müller 2013-06-27,"Duff-Tripp 1997:91, 127",
TAME2-1-ame,ame,TAME2-1,1,TAME2-1-N,,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997,
TAME2-10-ame,ame,TAME2-10,10,TAME2-10-N,,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997,
TAME2-11-ame,ame,TAME2-11,11,TAME2-11-CLI,enclitic,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997:133,
TAME2-12-ame,ame,TAME2-12,12,TAME2-12-CLI,enclitic,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997:133,
TAME2-13-ame,ame,TAME2-13,13,TAME2-13-N,a counterfactual suffix which also expresses frustrative,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997:114f.,
TAME2-14-ame,ame,TAME2-14,14,TAME2-14-N,Certainty: a word attoch the status of which is unclear may qualify,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997:194,
TAME2-15-ame,ame,TAME2-15,15,TAME2-15-N,the subjunctive mood expresses desire and polite request,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997:114,
TAME2-2-ame,ame,TAME2-2,2,TAME2-2-N,there is a counterfactual mood Certainty: a subjunctive marker (Duff-Tripp 1997:114),gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997:114,
TAME2-3-ame,ame,TAME2-3,3,TAME2-3-N,the imperative is unmarked,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997:113,
TAME2-4-ame,ame,TAME2-4,4,TAME2-4-N,,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997,
TAME2-5-ame,ame,TAME2-5,5,TAME2-5-N,"no, imperative is unmarked. The declarative second person pronouns are used",gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997:113,
TAME2-6-ame,ame,TAME2-6,6,TAME2-6-N,,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997,
TAME2-7-ame,ame,TAME2-7,7,TAME2-7-AFF,suffix -ats,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997:114,
TAME2-8-ame,ame,TAME2-8,8,TAME2-8-N,there is a suffix for 'please',gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997:114,
TAME2-9-ame,ame,TAME2-9,9,TAME2-9-N,the future enclitic can carry intention;,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997:90,
TAME3-1-ame,ame,TAME3-1,1,TAME3-1-N,The absence of the suffixes for durative and regressive indicates perfective or punctual; expresses an action that is finished in relation to a specified point in time,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997:89,
TAME3-2-ame,ame,TAME3-2,2,TAME3-2-N,,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997,
TAME3-3-ame,ame,TAME3-3,3,TAME3-3-N,,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997,
TAME3-4-ame,ame,TAME3-4,4,TAME3-4-CLI,"enclitic; also for remote past actions which are not naturally habitual, but not a past marker since it can occur with present and future reference",gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997:115,
TAME3-5-ame,ame,TAME3-5,5,TAME3-5-CLI,"enclitic; the action continues in relation to a point in time; with reference to present, past, and future; when the suffix occurs with the terminative suffix it indicates that the action was realized recently; also by the durative suffix -en",gdufftrippamuesha,Neele Müller 2013-06-27,"Duff-Tripp 1997:88, 116",
TAME3-6-ame,ame,TAME3-6,6,TAME3-6-N,"a 'regressive' marker can have the following functions: repetition, return to a place or state, an action that happens in the future after a certain time; can substitute the perfective or non-durative suffixes when used as a final point in a narrative",gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997:87f.,
TAME3-7-ame,ame,TAME3-7,7,TAME3-7-AFF,suffix,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997:94,
TAME3-8-ame,ame,TAME3-8,8,TAME3-8-N,,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997,
TAME4-1-ame,ame,TAME4-1,1,TAME4-1-N,"zero marked, in opposition with the secondhand enclitic",gdufftrippamuesha,Neele Müller 2013-06-27,"Duff-Tripp 1997:248, 200",
TAME4-2-ame,ame,TAME4-2,2,TAME4-2-N,,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997,
TAME4-3-ame,ame,TAME4-3,3,TAME4-3-CLI,enclitic; also by words and auxiliaries,gdufftrippamuesha,Neele Müller 2013-06-27,"Duff-Tripp 1997:248, 200",
TAME4-4-ame,ame,TAME4-4,4,TAME4-4-N,direct quotation,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997,
TAME4-5-ame,ame,TAME4-5,5,TAME4-5-N,,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997,
TAME4-6-ame,ame,TAME4-6,6,TAME4-6-N,,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997,
TAME4-7-ame,ame,TAME4-7,7,TAME4-7-N,,gdufftrippamuesha,Neele Müller 2013-06-27,Duff-Tripp 1997,
FFQ1-amr,amr,FFQ1,Y,FFQ1-Y,but rounded,,Rik van Gijn 2012,,
FFQ10-amr,amr,FFQ10,Y,FFQ10-Y,p. 87,,Rik van Gijn 2012,,
FFQ11-amr,amr,FFQ11,N,FFQ11-N,,,Rik van Gijn 2012,,
FFQ12-amr,amr,FFQ12,N,FFQ12-N,,,Rik van Gijn 2012,,
FFQ13-amr,amr,FFQ13,Y,FFQ13-Y,Including person markers,,Rik van Gijn 2012,,
FFQ14-amr,amr,FFQ14,N,FFQ14-N,Suffix -en for possession,,Rik van Gijn 2012,,
FFQ15-amr,amr,FFQ15,C,FFQ15-C,8 (p. 436),,Rik van Gijn 2012,,
FFQ16-amr,amr,FFQ16,Y,FFQ16-Y,object -ta (can also appear within verbal template),,Rik van Gijn 2012,,
FFQ17-amr,amr,FFQ17,Y,FFQ17-Y,"Seems so, but a bit unclear (it seems that only subjects are marked on the verb by pronominal affixes.",,Rik van Gijn 2012,,
FFQ18-amr,amr,FFQ18,N,FFQ18-N,Fixed marker on possessed item,,Rik van Gijn 2012,,
FFQ19-amr,amr,FFQ19,N,FFQ19-N,,,Rik van Gijn 2012,,
FFQ2-amr,amr,FFQ2,Y,FFQ2-Y,,,Rik van Gijn 2012,,
FFQ20-amr,amr,FFQ20,N,FFQ20-N,based on examples,,Rik van Gijn 2012,,
FFQ21-amr,amr,FFQ21,B,FFQ21-B,based on examples,,Rik van Gijn 2012,,
FFQ22-amr,amr,FFQ22,N,FFQ22-N,"Seems to have only 1-5 (p. 248, 263)",,Rik van Gijn 2012,,
FFQ23-amr,amr,FFQ23,N,FFQ23-N,? Seems a rather marginal group of sound imitations,,Rik van Gijn 2012,,
FFQ3-amr,amr,FFQ3,Y,FFQ3-Y,,,Rik van Gijn 2012,,
FFQ4-amr,amr,FFQ4,N,FFQ4-N,,,Rik van Gijn 2012,,
FFQ5-amr,amr,FFQ5,N,FFQ5-N,,,Rik van Gijn 2012,,
FFQ6-amr,amr,FFQ6,N,FFQ6-N,,,Rik van Gijn 2012,,
FFQ7-amr,amr,FFQ7,N,FFQ7-N,1 versus 0 (phonemic),,Rik van Gijn 2012,,
FFQ8-amr,amr,FFQ8,B,FFQ8-B,,,Rik van Gijn 2012,,
FFQ9-amr,amr,FFQ9,B,FFQ9-B,"5 out of 9 (p. 101), including some stops",,Rik van Gijn 2012,,
ARGEX1-1-apu,apu,ARGEX1-1,1,ARGEX1-1-A,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:557,
ARGEX1-2-apu,apu,ARGEX1-2,2,ARGEX1-2-B,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:558,
ARGEX1-3-apu,apu,ARGEX1-3,3,ARGEX1-3-B,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:558,
ARGEX1-4-apu,apu,ARGEX1-4,4,ARGEX1-4-E,,typfacundesapurinanc,Joshua Birchall 2013-12-16,"Facundes, p.c. 2009",
ARGEX10-1-apu,apu,ARGEX10-1,1,ARGEX10-1-1,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:510,
ARGEX10-2-apu,apu,ARGEX10-2,2,ARGEX10-2-0,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000,
ARGEX10-3-apu,apu,ARGEX10-3,3,ARGEX10-3-C,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:510,
ARGEX11-1-apu,apu,ARGEX11-1,1,ARGEX11-1-1,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:511,
ARGEX11-2-apu,apu,ARGEX11-2,2,ARGEX11-2-0,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000,
ARGEX11-3-apu,apu,ARGEX11-3,3,ARGEX11-3-C,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:511,
ARGEX11-4-apu,apu,ARGEX11-4,4,ARGEX11-4-0,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:510,
ARGEX12-1-apu,apu,ARGEX12-1,1,ARGEX12-1-NK,,,Joshua Birchall 2013-12-16,,
ARGEX12-1-1-apu,apu,ARGEX12-1-1,1,ARGEX12-1-1-NK,,,Joshua Birchall 2013-12-16,,
ARGEX2-1-apu,apu,ARGEX2-1,1,ARGEX2-1-A,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:271,
ARGEX2-1-1-apu,apu,ARGEX2-1-1,1,ARGEX2-1-1-B,Preverbal nominal arguments cannot also be indexed,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:555,
ARGEX2-10-apu,apu,ARGEX2-10,10,ARGEX2-10-1,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:479,
ARGEX2-10-1-apu,apu,ARGEX2-10-1,10,ARGEX2-10-1-0,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:287,
ARGEX2-11-apu,apu,ARGEX2-11,11,ARGEX2-11-A,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:271,
ARGEX2-12-apu,apu,ARGEX2-12,12,ARGEX2-12-B,Can be marked for plural objects,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:277,
ARGEX2-13-apu,apu,ARGEX2-13,13,ARGEX2-13-B,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:271,
ARGEX2-14-apu,apu,ARGEX2-14,14,ARGEX2-14-0,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:271,
ARGEX2-15-apu,apu,ARGEX2-15,15,ARGEX2-15-A,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:475,
ARGEX2-2-apu,apu,ARGEX2-2,2,ARGEX2-2-C,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:271,
ARGEX2-3-apu,apu,ARGEX2-3,3,ARGEX2-3-C,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:271,
ARGEX2-4-apu,apu,ARGEX2-4,4,ARGEX2-4-A,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:271,
ARGEX2-4-1-apu,apu,ARGEX2-4-1,4,ARGEX2-4-1-B,,typfacundesapurinanc,Joshua Birchall 2013-12-16,"Facundes, p.c. 2009",
ARGEX2-5-apu,apu,ARGEX2-5,5,ARGEX2-5-C,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:271,
ARGEX2-6-apu,apu,ARGEX2-6,6,ARGEX2-6-C,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:271,
ARGEX2-7-apu,apu,ARGEX2-7,7,ARGEX2-7-B,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:271,
ARGEX2-7-1-apu,apu,ARGEX2-7-1,7,ARGEX2-7-1-B,,typfacundesapurinanc,Joshua Birchall 2013-12-16,"Facundes, p.c. 2009",
ARGEX2-8-apu,apu,ARGEX2-8,8,ARGEX2-8-C,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:271,
ARGEX2-9-apu,apu,ARGEX2-9,9,ARGEX2-9-C,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:271,
ARGEX3-1-apu,apu,ARGEX3-1,1,ARGEX3-1-0,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000,
ARGEX3-1-1-apu,apu,ARGEX3-1-1,1,ARGEX3-1-1-NA,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000,
ARGEX3-1-2-apu,apu,ARGEX3-1-2,1,ARGEX3-1-2-NA,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000,
ARGEX3-1-3-apu,apu,ARGEX3-1-3,1,ARGEX3-1-3-NA,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000,
ARGEX4-1-apu,apu,ARGEX4-1,1,ARGEX4-1-1,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:281,
ARGEX4-1-1-apu,apu,ARGEX4-1-1,1,ARGEX4-1-1-0,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:281-284,
ARGEX4-1-2-apu,apu,ARGEX4-1-2,1,ARGEX4-1-2-0,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:281-284,
ARGEX4-1-3-apu,apu,ARGEX4-1-3,1,ARGEX4-1-3-NK,,,Joshua Birchall 2013-12-16,,
ARGEX4-1-4-apu,apu,ARGEX4-1-4,1,ARGEX4-1-4-B,,gfacundesapurina,Joshua Birchall 2013-12-16,"Facundes 2000:477-478, 482",
ARGEX5-1-apu,apu,ARGEX5-1,1,ARGEX5-1-C,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000,
ARGEX5-2-apu,apu,ARGEX5-2,2,ARGEX5-2-C,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000,
ARGEX5-3-apu,apu,ARGEX5-3,3,ARGEX5-3-C,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000,
ARGEX5-4-apu,apu,ARGEX5-4,4,ARGEX5-4-B,"Recipient is obligatorily realized.  If two objects, recipient is GOAL case-marked (2000:479)",gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:479,
ARGEX5-5-apu,apu,ARGEX5-5,5,ARGEX5-5-D,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000,
ARGEX5-6-apu,apu,ARGEX5-6,6,ARGEX5-6-C,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:457,
ARGEX5-7-apu,apu,ARGEX5-7,7,ARGEX5-7-C,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:346,
ARGEX5-8-apu,apu,ARGEX5-8,8,ARGEX5-8-A,"Only R can be case marked, but either T or R can be indexed",gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:478,
ARGEX5-9-apu,apu,ARGEX5-9,9,ARGEX5-9-B,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:385,
ARGEX6-1-apu,apu,ARGEX6-1,1,ARGEX6-1-1,,gfacundesapurina,Joshua Birchall 2013-12-16,"Facundes 2000:310, 505",
ARGEX6-1-1-apu,apu,ARGEX6-1-1,1,ARGEX6-1-1-0,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:505-5-9,
ARGEX6-1-2-apu,apu,ARGEX6-1-2,1,ARGEX6-1-2-C,"receives object verb agreement, but does not appear to be case marked",gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:508,
ARGEX6-1-3-apu,apu,ARGEX6-1-3,1,ARGEX6-1-3-0,"no evidence, but multiple forms.",gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:505-5-9,
ARGEX6-1-4-apu,apu,ARGEX6-1-4,1,ARGEX6-1-4-0,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:505-5-9,
ARGEX7-1-apu,apu,ARGEX7-1,1,ARGEX7-1-0,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000,
ARGEX7-1-1-apu,apu,ARGEX7-1-1,1,ARGEX7-1-1-NA,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000,
ARGEX7-1-2-apu,apu,ARGEX7-1-2,1,ARGEX7-1-2-NA,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000,
ARGEX7-1-3-apu,apu,ARGEX7-1-3,1,ARGEX7-1-3-NA,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000,
ARGEX7-1-4-apu,apu,ARGEX7-1-4,1,ARGEX7-1-4-NA,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000,
ARGEX8-1-apu,apu,ARGEX8-1,1,ARGEX8-1-A,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:400,
ARGEX8-1-1-apu,apu,ARGEX8-1-1,1,ARGEX8-1-1-1,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:401,
ARGEX9-1-apu,apu,ARGEX9-1,1,ARGEX9-1-1,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:310,
ARGEX9-1-1-apu,apu,ARGEX9-1-1,1,ARGEX9-1-1-1,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000:310,
ARGEX9-1-2-apu,apu,ARGEX9-1-2,1,ARGEX9-1-2-0,,gfacundesapurina,Joshua Birchall 2013-12-16,Facundes 2000,
ARW1-apu,apu,ARW1,1,ARW1-1,,,Swintha Danielsen 2008-05-25,,
ARW1-1-03a-apu,apu,ARW1-1-03a,1,ARW1-1-03a-1,,,Swintha Danielsen 2008-05-25,,
ARW1-1-03b-apu,apu,ARW1-1-03b,1,ARW1-1-03b-0,,,Swintha Danielsen 2008-05-25,,
ARW1-1-05-apu,apu,ARW1-1-05,1,ARW1-1-05-1,,,Swintha Danielsen 2008-05-25,,
ARW1-1-06-apu,apu,ARW1-1-06,1,ARW1-1-06-0,,,Swintha Danielsen 2008-05-25,,
ARW1-1-07-apu,apu,ARW1-1-07,1,ARW1-1-07-0,,,Swintha Danielsen 2008-05-25,,
ARW1-1-08-apu,apu,ARW1-1-08,1,ARW1-1-08-1,,,Swintha Danielsen 2008-05-25,,
ARW1-1-09-apu,apu,ARW1-1-09,1,ARW1-1-09-0,,,Swintha Danielsen 2008-05-25,,
ARW1-1-09a-apu,apu,ARW1-1-09a,1,ARW1-1-09a-0,,,Swintha Danielsen 2008-05-25,,
ARW1-1-09b-apu,apu,ARW1-1-09b,1,ARW1-1-09b-0,,,Swintha Danielsen 2008-05-25,,
ARW1-1-10-apu,apu,ARW1-1-10,1,ARW1-1-10-0,,,Swintha Danielsen 2008-05-25,,
ARW1-1-11-apu,apu,ARW1-1-11,1,ARW1-1-11-1,,,Swintha Danielsen 2008-05-25,,
ARW1-1-12-apu,apu,ARW1-1-12,1,ARW1-1-12-1,,,Swintha Danielsen 2008-05-25,,
ARW1-1-13a-apu,apu,ARW1-1-13a,1,ARW1-1-13a-1,,,Swintha Danielsen 2008-05-25,,
ARW1-1-15-apu,apu,ARW1-1-15,1,ARW1-1-15-1,,,Swintha Danielsen 2008-05-25,,
ARW1-1-16-apu,apu,ARW1-1-16,1,ARW1-1-16-1,,,Swintha Danielsen 2008-05-25,,
ARW1-1-17-apu,apu,ARW1-1-17,1,ARW1-1-17-1,,,Swintha Danielsen 2008-05-25,,
ARW1-1-18-apu,apu,ARW1-1-18,1,ARW1-1-18-0,,,Swintha Danielsen 2008-05-25,,
ARW1-2-02-apu,apu,ARW1-2-02,2,ARW1-2-02-0,,,Swintha Danielsen 2008-05-25,,
ARW1-2-03a-apu,apu,ARW1-2-03a,2,ARW1-2-03a-0,,,Swintha Danielsen 2008-05-25,,
ARW1-2-04-apu,apu,ARW1-2-04,2,ARW1-2-04-0,,,Swintha Danielsen 2008-05-25,,
ARW10-apu,apu,ARW10,0,ARW10-0,,,Swintha Danielsen 2008-05-25,,
ARW11-apu,apu,ARW11,0,ARW11-0,,,Swintha Danielsen 2008-05-25,,
ARW12-apu,apu,ARW12,1,ARW12-1,,,Swintha Danielsen 2008-05-25,,
ARW13-apu,apu,ARW13,1,ARW13-1,,,Swintha Danielsen 2008-05-25,,
ARW14-apu,apu,ARW14,1,ARW14-1,,,Swintha Danielsen 2008-05-25,,
ARW15-apu,apu,ARW15,0,ARW15-0,,,Swintha Danielsen 2008-05-25,,
ARW16-apu,apu,ARW16,0,ARW16-0,,,Swintha Danielsen 2008-05-25,,
ARW17-apu,apu,ARW17,?,ARW17-NK,,,Swintha Danielsen 2008-05-25,,
ARW18-apu,apu,ARW18,?,ARW18-NK,,,Swintha Danielsen 2008-05-25,,
ARW19-apu,apu,ARW19,1,ARW19-1,,,Swintha Danielsen 2008-05-25,,
ARW2-apu,apu,ARW2,1,ARW2-1,"only k is palatalized, but also nasal n",,Swintha Danielsen 2008-05-25,,
ARW2-1-01-apu,apu,ARW2-1-01,1,ARW2-1-01-0,,,Swintha Danielsen 2008-05-25,,
ARW2-1-02a-apu,apu,ARW2-1-02a,1,ARW2-1-02a-0,,,Swintha Danielsen 2008-05-25,,
ARW2-1-03a-apu,apu,ARW2-1-03a,1,ARW2-1-03a-0,,,Swintha Danielsen 2008-05-25,,
ARW2-1-03b-apu,apu,ARW2-1-03b,1,ARW2-1-03b-0,,,Swintha Danielsen 2008-05-25,,
ARW2-1-05a-apu,apu,ARW2-1-05a,1,ARW2-1-05a-1,,,Swintha Danielsen 2008-05-25,,
ARW2-1-05b-apu,apu,ARW2-1-05b,1,ARW2-1-05b-0,,,Swintha Danielsen 2008-05-25,,
ARW2-1-05c-apu,apu,ARW2-1-05c,1,ARW2-1-05c-1,,,Swintha Danielsen 2008-05-25,,
ARW2-1-05d-apu,apu,ARW2-1-05d,1,ARW2-1-05d-0,,,Swintha Danielsen 2008-05-25,,
ARW2-1-06-apu,apu,ARW2-1-06,1,ARW2-1-06-0,,,Swintha Danielsen 2008-05-25,,
ARW2-1-07-apu,apu,ARW2-1-07,1,ARW2-1-07-1,,,Swintha Danielsen 2008-05-25,,
ARW2-2-01-apu,apu,ARW2-2-01,2,ARW2-2-01-0,,,Swintha Danielsen 2008-05-25,,
ARW2-2-01a-apu,apu,ARW2-2-01a,2,ARW2-2-01a-0,,,Swintha Danielsen 2008-05-25,,
ARW2-2-02-apu,apu,ARW2-2-02,2,ARW2-2-02-1,,,Swintha Danielsen 2008-05-25,,
ARW2-2-03-apu,apu,ARW2-2-03,2,ARW2-2-03-1,,,Swintha Danielsen 2008-05-25,,
ARW2-2-03a-apu,apu,ARW2-2-03a,2,ARW2-2-03a-0,,,Swintha Danielsen 2008-05-25,,
ARW2-2-04-apu,apu,ARW2-2-04,2,ARW2-2-04-0,,,Swintha Danielsen 2008-05-25,,
ARW2-2-05-apu,apu,ARW2-2-05,2,ARW2-2-05-0,,,Swintha Danielsen 2008-05-25,,
ARW2-2-06-apu,apu,ARW2-2-06,2,ARW2-2-06-0,,,Swintha Danielsen 2008-05-25,,
ARW2-3-02a-apu,apu,ARW2-3-02a,3,ARW2-3-02a-0,,,Swintha Danielsen 2008-05-25,,
ARW2-3-05-apu,apu,ARW2-3-05,3,ARW2-3-05-0,,,Swintha Danielsen 2008-05-25,,
ARW2-3-06a-apu,apu,ARW2-3-06a,3,ARW2-3-06a-0,,,Swintha Danielsen 2008-05-25,,
ARW2-3-07-apu,apu,ARW2-3-07,3,ARW2-3-07-0,,,Swintha Danielsen 2008-05-25,,
ARW2-4-02-apu,apu,ARW2-4-02,4,ARW2-4-02-1,,,Swintha Danielsen 2008-05-25,,
ARW2-4-03-apu,apu,ARW2-4-03,4,ARW2-4-03-1,,,Swintha Danielsen 2008-05-25,,
ARW2-4-05-apu,apu,ARW2-4-05,4,ARW2-4-05-0,,,Swintha Danielsen 2008-05-25,,
ARW2-4-07-apu,apu,ARW2-4-07,4,ARW2-4-07-0,,,Swintha Danielsen 2008-05-25,,
ARW2-4-08-apu,apu,ARW2-4-08,4,ARW2-4-08-0,,,Swintha Danielsen 2008-05-25,,
ARW2-4-09-apu,apu,ARW2-4-09,4,ARW2-4-09-1,,,Swintha Danielsen 2008-05-25,,
ARW2-4-11-apu,apu,ARW2-4-11,4,ARW2-4-11-0,,,Swintha Danielsen 2008-05-25,,
ARW2-4-11a-apu,apu,ARW2-4-11a,4,ARW2-4-11a-0,,,Swintha Danielsen 2008-05-25,,
ARW2-4-12-apu,apu,ARW2-4-12,4,ARW2-4-12-1,,,Swintha Danielsen 2008-05-25,,
